full_name,cc_score,party,role,state,cc_score_state_mean,color,x_score,x,y,index,vy,vx,full_name_upper
Phil Lyman,34,Republican,Representative,Utah,56.75335086,red,34,168.7223918,1739.409837,3197,0.000563229,0.000572856,PHIL LYMAN
Jefferson Moss,22.9,Republican,Representative,Utah,56.75335086,red,22.9,114.5,1741.666667,3198,0,0,JEFFERSON MOSS
Timothy Hawkes,44.2,Republican,Representative,Utah,56.75335086,red,44.2,223.8599697,1743.805284,3199,0.001096308,0.001415619,TIMOTHY HAWKES
Francis Gibson,50,Republican,Representative,Utah,56.75335086,red,50,251.9542537,1753.710669,3200,-0.002156076,0.002439799,FRANCIS GIBSON
Ryan Wilcox,N/A,Republican,Representative,Utah,56.75335086,grey,120,597.4732302,1720.774894,3201,-0.001208944,-2.96E-05,RYAN WILCOX
V. Lowry Snow,50,Republican,Representative,Utah,56.75335086,red,50,257.6986772,1732.953867,3202,0.001064524,0.00157091,V. LOWRY SNOW
Brady Brammer,50,Republican,Representative,Utah,56.75335086,red,50,253.3109175,1739.655452,3203,-0.00033957,-2.71E-05,BRADY BRAMMER
Casey Snider,35.6,Republican,Representative,Utah,56.75335086,red,35.6,175.1614196,1734.700641,3204,-0.000162759,-0.000621053,CASEY SNIDER
Craig Hall,72.3,Republican,Representative,Utah,56.75335086,red,72.3,361.5,1741.666667,3205,7.07E-16,-4.42E-16,CRAIG HALL
Karianne Lisonbee,37.8,Republican,Representative,Utah,56.75335086,red,37.8,189.7904484,1741.161202,3206,-0.000836713,0.000792355,KARIANNE LISONBEE
Angela Romero,100,Democrat,Representative,Utah,56.75335086,blue,100,498.5175222,1731.200688,3207,-0.000244285,-0.000365672,ANGELA ROMERO
Jordan Teuscher,N/A,Republican,Representative,Utah,56.75335086,grey,120,594.4610007,1755.451371,3208,0.00026832,1.17E-06,JORDAN TEUSCHER
Melissa Garff Ballard,46.8,Republican,Representative,Utah,56.75335086,red,46.8,232.6859265,1744.837482,3209,0.002705971,0.00047686,MELISSA GARFF BALLARD
Keven Stratton,45.5,Republican,Representative,Utah,56.75335086,red,45.5,227.4998528,1750.930109,3210,0.002002961,-0.000322802,KEVEN STRATTON
Christine Watkins,48.8,Republican,Representative,Utah,56.75335086,red,48.8,240.9604101,1745.758828,3211,-0.000390834,-0.002128462,CHRISTINE WATKINS
Cheryl Acton,40.4,Republican,Representative,Utah,56.75335086,red,40.4,204.2056664,1736.72953,3212,0.000108178,0.00075673,CHERYL ACTON
Kera Birkeland,N/A,Republican,Representative,Utah,56.75335086,grey,120,600.0237386,1728.351711,3213,-0.00094988,-0.000411391,KERA BIRKELAND
Jennifer Dailey-Provost,100,Democrat,Representative,Utah,56.75335086,blue,100,504.5172475,1736.452427,3214,-0.000397485,0.000580849,JENNIFER DAILEY-PROVOST
Mike Winder,70.2,Republican,Representative,Utah,56.75335086,red,70.2,351.7462109,1741.666667,3215,-8.21E-13,8.78E-05,MIKE WINDER
Doug Owens,N/A,Democrat,Representative,Utah,56.75335086,grey,120,602.268863,1756.986227,3216,0.001828235,0.000691917,DOUG OWENS
Susan Pulsipher,36.2,Republican,Representative,Utah,56.75335086,red,36.2,182.4625966,1737.922144,3217,8.96E-05,0.001148153,SUSAN PULSIPHER
Carol Moss,95.7,Democrat,Representative,Utah,56.75335086,blue,95.7,478.5,1741.666667,3218,-2.12E-15,-3.36E-49,CAROL MOSS
Jefferson Burton,N/A,Republican,Representative,Utah,56.75335086,grey,120,592.1979841,1726.772488,3219,-0.001422881,-0.000711658,JEFFERSON BURTON
Bradley Last,43.8,Republican,Representative,Utah,56.75335086,red,43.8,220.1852144,1736.639778,3220,-0.000363352,0.000518678,BRADLEY LAST
Steve Waldrip,68.9,Republican,Representative,Utah,56.75335086,red,68.9,343.7537891,1741.666667,3221,8.21E-13,-8.78E-05,STEVE WALDRIP
Norman Thurston,36.2,Republican,Representative,Utah,56.75335086,red,36.2,181.6126912,1729.986839,3222,-0.000992047,-0.000229278,NORMAN THURSTON
Paul Ray,40,Republican,Representative,Utah,56.75335086,red,40,199.9641095,1743.504297,3223,-0.000249082,-0.0002791,PAUL RAY
Karen Kwan,91.5,Democrat,Representative,Utah,56.75335086,blue,91.5,457.7552435,1737.873007,3224,-9.95E-05,2.89E-07,KAREN KWAN
Merrill Nelson,42.2,Republican,Representative,Utah,56.75335086,red,42.2,207.973757,1743.80158,3225,0.000443194,-0.00065615,MERRILL NELSON
Nelson Abbott,N/A,Republican,Representative,Utah,56.75335086,grey,120,594.7214773,1734.329383,3226,-0.000703107,-0.000465518,NELSON ABBOTT
Kelly Miles,54.3,Republican,Representative,Utah,56.75335086,red,54.3,273.082569,1748.439992,3227,8.43E-05,-0.000268149,KELLY MILES
Matthew Gwynn,N/A,Republican,Representative,Utah,56.75335086,grey,120,597.2649322,1741.854528,3228,0.000758623,-0.000702079,MATTHEW GWYNN
Brian King,93.3,Democrat,Representative,Utah,56.75335086,blue,93.3,466.3087505,1745.550166,3229,9.72E-05,-2.15E-07,BRIAN KING
Joel Ferry,47.6,Republican,Representative,Utah,56.75335086,red,47.6,236.0712977,1752.088917,3230,0.002292434,0.001273158,JOEL FERRY
Elizabeth Weight,91.1,Democrat,Representative,Utah,56.75335086,blue,91.1,455.2447565,1745.460327,3231,9.95E-05,-2.89E-07,ELIZABETH WEIGHT
Raymond Ward,66.7,Republican,Representative,Utah,56.75335086,red,66.7,333.5,1741.666667,3232,1.41E-15,-4.42E-16,RAYMOND WARD
Adam Robertson,32.6,Republican,Representative,Utah,56.75335086,red,32.6,162.1948306,1744.02064,3233,0.000973989,-0.000298868,ADAM ROBERTSON
Candice Pierucci,59.1,Republican,Representative,Utah,56.75335086,red,59.1,296.5543488,1741.092357,3234,-0.000127936,6.58E-05,CANDICE PIERUCCI
Steve Christiansen,45.8,Republican,Representative,Utah,56.75335086,red,45.8,229.0589316,1737.719905,3235,0.00166335,0.001959837,STEVE CHRISTIANSEN
Steve Eliason,50,Republican,Representative,Utah,56.75335086,red,50,249.7453171,1732.536406,3236,-0.001793554,0.000908878,STEVE ELIASON
Mark Wheatley,88.6,Democrat,Representative,Utah,56.75335086,blue,88.6,444.2433702,1741.716908,3237,4.53E-05,0.000145721,MARK WHEATLEY
Stewart Barlow,36.2,Republican,Representative,Utah,56.75335086,red,36.2,183.3097321,1745.86703,3238,-0.000523175,0.001945991,STEWART BARLOW
Andrew Stoddard,93.6,Democrat,Representative,Utah,56.75335086,blue,93.6,468.1912495,1737.783167,3239,-9.72E-05,2.15E-07,ANDREW STODDARD
Stephen Handy,52.3,Republican,Representative,Utah,56.75335086,red,52.3,261.2981212,1740.092304,3240,0.0020883,-9.74E-05,STEPHEN HANDY
Dan Johnson,59.1,Republican,Representative,Utah,56.75335086,red,59.1,295.202319,1733.216613,3241,-0.000328971,-7.19E-06,DAN JOHNSON
Kay Christofferson,27.7,Republican,Representative,Utah,56.75335086,red,27.7,138.5,1741.666667,3242,1.45E-14,-2.21E-16,KAY CHRISTOFFERSON
Clare Collard,N/A,Democrat,Representative,Utah,56.75335086,grey,120,591.9799445,1747.864259,3243,0.00023594,-0.001184594,CLARE COLLARD
Marsha Judkins,64.4,Republican,Representative,Utah,56.75335086,red,64.4,322.1637413,1740.964416,3244,-5.10E-05,-0.000176517,MARSHA JUDKINS
Mike Kohler,N/A,Republican,Representative,Utah,56.75335086,grey,120,599.7787027,1749.462676,3245,0.000306843,-0.00027386,MIKE KOHLER
Douglas Sagers,61.4,Republican,Representative,Utah,56.75335086,red,61.4,306.5273653,1745.533511,3246,7.51E-05,-3.97E-05,DOUGLAS SAGERS
James Dunnigan,63.6,Republican,Representative,Utah,56.75335086,red,63.6,318.83869,1748.23486,3247,0.000204762,8.59E-05,JAMES DUNNIGAN
Ashlee Matthews,N/A,Democrat,Representative,Utah,56.75335086,grey,120,604.8222673,1764.527369,3248,0.002971803,0.000131295,ASHLEE MATTHEWS
Travis Seegmiller,34.1,Republican,Representative,Utah,56.75335086,red,34.1,169.5797949,1747.353399,3249,0.000512633,0.001463047,TRAVIS SEEGMILLER
Jon Hawkins,50,Republican,Representative,Utah,56.75335086,red,50,250.4291822,1724.574077,3250,-0.002143203,-0.000871959,JON HAWKINS
Joel Briscoe,100,Democrat,Representative,Utah,56.75335086,blue,100,495.4844055,1746.886908,3251,0.000258892,-0.000619585,JOEL BRISCOE
Jeffrey Stenquist,53.5,Republican,Representative,Utah,56.75335086,red,53.5,269.1664413,1741.483802,3252,-0.000914051,0.000657332,JEFFREY STENQUIST
Sandra Hollins,100,Democrat,Representative,Utah,56.75335086,blue,100,501.489785,1752.132127,3253,0.000255352,0.000197325,SANDRA HOLLINS
Adam Ebbin,95.7,Democrat,Senator,Virginia,69.6449947,blue,95.7,466.3925842,2524.72671,3254,0.001930865,-0.013181213,ADAM EBBIN
Danica Roem,100,Democrat,Representative,Virginia,69.6449947,blue,100,501.2734832,2556.824914,3255,0.003605291,0.003071541,DANICA ROEM
Lashrecse Aird,96.8,Democrat,Representative,Virginia,69.6449947,blue,96.8,477.9768371,2535.619601,3256,-0.001314973,-0.007813166,LASHRECSE AIRD
Keith Hodges,42.7,Republican,Representative,Virginia,69.6449947,red,42.7,214.8133737,2544.592487,3257,0.001137733,0.00072182,KEITH HODGES
Karrie Delaney,100,Democrat,Representative,Virginia,69.6449947,blue,100,507.1534237,2562.105244,3258,0.005111116,0.004959276,KARRIE DELANEY
Lamont Bagby,97.9,Democrat,Representative,Virginia,69.6449947,blue,97.9,480.3982131,2556.515237,3259,0.001225527,-0.003385828,LAMONT BAGBY
Charniele Herring,99,Democrat,Representative,Virginia,69.6449947,blue,99,492.1215673,2567.187841,3260,0.001899102,0.000187014,CHARNIELE HERRING
Daniel Marshall,43.8,Republican,Representative,Virginia,69.6449947,red,43.8,221.6390764,2519.098015,3261,-0.002324623,-0.000118505,DANIEL MARSHALL
Clinton Jenkins,100,Democrat,Representative,Virginia,69.6449947,blue,100,506.2289073,2533.450549,3262,0.001330253,0.004499157,CLINTON JENKINS
Todd Pillion,43.9,Republican,Senator,Virginia,69.6449947,red,43.9,217.9964688,2537.259316,3263,0.000503075,-0.000393054,TODD PILLION
Joseph Morrissey,100,Democrat,Senator,Virginia,69.6449947,blue,100,498.8907627,2535.945385,3264,0.000681929,-0.001652125,JOSEPH MORRISSEY
Mamie Locke,97.8,Democrat,Senator,Virginia,69.6449947,blue,97.8,486.2055878,2561.82074,3265,0.002235163,-3.19E-06,MAMIE LOCKE
Jeffrey Campbell,34.7,Republican,Representative,Virginia,69.6449947,red,34.7,176.1404348,2537.578389,3266,-4.26E-05,0.000808596,JEFFREY CAMPBELL
Betsy Carr,100,Democrat,Representative,Virginia,69.6449947,blue,100,508.7323862,2554.392429,3267,0.002632777,0.006886063,BETSY CARR
James Leftwich,44.7,Republican,Representative,Virginia,69.6449947,red,44.7,224.3206498,2542.134837,3268,0.000834686,-0.0002165,JAMES LEFTWICH
Steve Heretick,91.6,Democrat,Representative,Virginia,69.6449947,blue,91.6,455.1844944,2542.622015,3269,0.005677925,-0.008702167,STEVE HERETICK
Israel O'Quinn,32.4,Republican,Representative,Virginia,69.6449947,red,32.4,162.4532387,2521.400379,3270,0.001566313,-0.000609839,ISRAEL O'QUINN
Mark Sickles,98.1,Democrat,Representative,Virginia,69.6449947,blue,98.1,482.1227632,2548.751744,3271,-0.000695568,-0.005476475,MARK SICKLES
Schuyler VanValkenburg,98.5,Democrat,Representative,Virginia,69.6449947,blue,98.5,488.7175054,2500.647289,3272,-0.012353621,-0.003895225,SCHUYLER VANVALKENBURG
Emily Brewer,27.7,Republican,Representative,Virginia,69.6449947,red,27.7,141.3084016,2533.938586,3273,4.76E-05,-0.001261731,EMILY BREWER
John Bell,98.9,Democrat,Senator,Virginia,69.6449947,blue,98.9,493.8141208,2559.359051,3274,0.002053471,8.08E-05,JOHN BELL
Siobhan Dunnavant,46.5,Republican,Senator,Virginia,69.6449947,red,46.5,233.2425905,2529.97104,3275,-0.001515974,-8.96E-05,SIOBHAN DUNNAVANT
Lynwood Lewis,86.8,Democrat,Senator,Virginia,69.6449947,blue,86.8,434.384147,2529.809501,3276,-0.000107323,4.31E-07,LYNWOOD LEWIS
Lionell Spruill,95.8,Democrat,Senator,Virginia,69.6449947,blue,95.8,472.1545347,2530.218315,3277,-0.000912869,-0.009482735,LIONELL SPRUILL
Creigh Deeds,100,Democrat,Senator,Virginia,69.6449947,blue,100,499.6976861,2564.594714,3278,0.004941954,0.001290648,CREIGH DEEDS
Sam Rasoul,92.2,Democrat,Representative,Virginia,69.6449947,blue,92.2,456.997007,2534.844093,3279,0.005122804,-0.011111277,SAM RASOUL
Paul Krizek,98.9,Democrat,Representative,Virginia,69.6449947,blue,98.9,489.5799403,2546.253164,3280,-0.000251523,-0.001067788,PAUL KRIZEK
James Morefield,31.5,Republican,Representative,Virginia,69.6449947,red,31.5,155.4097974,2541.429875,3281,0.000360759,-0.000941668,JAMES MOREFIELD
Louise Lucas,98.9,Democrat,Senator,Virginia,69.6449947,blue,98.9,487.9295525,2554.019179,3282,0.00214858,-0.000996793,LOUISE LUCAS
Joseph McNamara,27.3,Republican,Representative,Virginia,69.6449947,red,27.3,138.6026885,2526.426582,3283,-0.000678801,-0.000283473,JOSEPH MCNAMARA
David Suetterlein,32.9,Republican,Senator,Virginia,69.6449947,red,32.9,162.2973092,2545.476629,3284,0.000353069,-0.000614497,DAVID SUETTERLEIN
Robert Bloxom,46.7,Republican,Representative,Virginia,69.6449947,red,46.7,232.8867733,2539.490706,3285,0.001940898,0.001112362,ROBERT BLOXOM
Roslyn Tyler,93.3,Democrat,Representative,Virginia,69.6449947,blue,93.3,462.8047809,2540.318937,3286,0.00327751,-0.008320693,ROSLYN TYLER
Kathleen Murphy,100,Democrat,Representative,Virginia,69.6449947,blue,100,512.0251815,2528.286743,3287,0.001384126,0.012096224,KATHLEEN MURPHY
Dave Marsden,91.9,Democrat,Senator,Virginia,69.6449947,blue,91.9,458.832153,2527.034352,3288,0.004717087,-0.013664532,DAVE MARSDEN
Hala Ayala,98.5,Democrat,Representative,Virginia,69.6449947,blue,98.5,488.1102448,2508.585475,3289,-0.01182895,0.000503179,HALA AYALA
Chris Head,29.7,Republican,Representative,Virginia,69.6449947,red,29.7,148.5171537,2537.368395,3290,0.000618586,-0.001139265,CHRIS HEAD
Bill DeSteph,41.1,Republican,Senator,Virginia,69.6449947,red,41.1,206.5852213,2546.003684,3291,0.001291941,-1.17E-06,BILL DESTEPH
Richard Saslaw,95.7,Democrat,Senator,Virginia,69.6449947,blue,95.7,468.6950871,2545.734188,3292,0.002469936,-0.007215143,RICHARD SASLAW
Mark Levine,100,Democrat,Representative,Virginia,69.6449947,blue,100,510.409311,2546.574263,3293,0.002502898,0.00720665,MARK LEVINE
Todd Gilbert,21.6,Republican,Representative,Virginia,69.6449947,red,21.6,107.9177522,2529.726992,3294,-0.00012438,-4.11E-06,TODD GILBERT
Marcia Price,97.9,Democrat,Representative,Virginia,69.6449947,blue,97.9,481.2896644,2520.073965,3295,-0.004685399,-0.00717353,MARCIA PRICE
Jason Miyares,45.3,Republican,Representative,Virginia,69.6449947,red,45.3,226.6545503,2534.496546,3296,0.001024331,0.001440711,JASON MIYARES
Jeffrey Bourne,97.3,Democrat,Representative,Virginia,69.6449947,blue,97.3,481.0492633,2512.160849,3297,-0.007997894,0.000641812,JEFFREY BOURNE
Lee Ware,47.6,Republican,Representative,Virginia,69.6449947,red,47.6,239.4660335,2534.970576,3298,-0.000716142,-0.000195278,LEE WARE
Marcus Simon,100,Democrat,Representative,Virginia,69.6449947,blue,100,494.5136524,2522.884933,3299,-0.001790042,0.000334128,MARCUS SIMON
James Edmunds,44.9,Republican,Representative,Virginia,69.6449947,red,44.9,226.8988751,2525.110987,3300,-0.002231252,0.000185725,JAMES EDMUNDS
Les Adams,34.6,Republican,Representative,Virginia,69.6449947,red,34.6,169.3129885,2533.536449,3301,-0.000118117,-0.000895661,LES ADAMS
Thomas Norment,51.1,Republican,Senator,Virginia,69.6449947,red,51.1,255.5,2533.333333,3302,-4.95E-15,2.21E-16,THOMAS NORMENT
Patrick Hope,100,Democrat,Representative,Virginia,69.6449947,blue,100,495.4411399,2551.593029,3303,0.001001085,0.001118713,PATRICK HOPE
Larry Rush,37.9,Republican,Representative,Virginia,69.6449947,red,37.9,189.9017389,2537.707157,3304,0.001690612,0.001251457,LARRY RUSH
Ghazala Hashmi,100,Democrat,Senator,Virginia,69.6449947,blue,100,503.0232493,2549.090571,3305,0.001462743,0.001698713,GHAZALA HASHMI
Luke Torian,90.3,Democrat,Representative,Virginia,69.6449947,blue,90.3,449.3745367,2537.125483,3306,0.007824597,-0.011021904,LUKE TORIAN
Dawn Adams,97,Democrat,Representative,Virginia,69.6449947,blue,97,473.8553846,2522.505443,3307,-0.003225515,-0.010809136,DAWN ADAMS
Candi Mundon King,N/A,Democrat,Representative,Virginia,69.6449947,grey,120,603.9890134,2533.333333,3308,-1.10E-12,0.00025556,CANDI MUNDON KING
Joshua Cole,100,Democrat,Representative,Virginia,69.6449947,blue,100,513.7486693,2520.383765,3309,0.002820431,0.009602698,JOSHUA COLE
Carrie Coyner,32.4,Republican,Representative,Virginia,69.6449947,red,32.4,162.3438252,2537.484135,3310,0.000111735,-0.000487676,CARRIE COYNER
Nancy Guy,100,Democrat,Representative,Virginia,69.6449947,blue,100,515.220804,2512.503984,3311,0.00093346,0.013864948,NANCY GUY
Don Scott,100,Democrat,Representative,Virginia,69.6449947,blue,100,509.1871194,2507.283077,3312,-0.000498657,0.014681482,DON SCOTT
Chris Runion,27,Republican,Representative,Virginia,69.6449947,red,27,133.4632208,2532.535432,3313,-0.001369626,-0.001704818,CHRIS RUNION
Suhas Subramanyam,100,Democrat,Representative,Virginia,69.6449947,blue,100,500.4536438,2528.217104,3314,-0.00079323,7.93E-05,SUHAS SUBRAMANYAM
Richard Sullivan,98.1,Democrat,Representative,Virginia,69.6449947,blue,98.1,479.5637142,2527.864189,3315,-0.003194395,-0.005751304,RICHARD SULLIVAN
Alex Askew,100,Democrat,Representative,Virginia,69.6449947,blue,100,510.0332163,2499.351612,3316,-0.00159403,0.00901666,ALEX ASKEW
Jerrauld Jones,100,Democrat,Representative,Virginia,69.6449947,blue,100,498.1044212,2572.446433,3317,0.00436441,-0.000577166,JERRAULD JONES
C.E. Hayes,94,Democrat,Representative,Virginia,69.6449947,blue,94,464.6309241,2532.509297,3318,0.002924536,-0.011424913,C.E. HAYES
Margaret Ransone,33,Republican,Representative,Virginia,69.6449947,red,33,162.4250166,2529.507609,3319,-0.00044771,-0.001232348,MARGARET RANSONE
Roxann Robinson,39,Republican,Representative,Virginia,69.6449947,red,39,196.6810753,2533.506706,3320,-0.000663901,0.000462415,ROXANN ROBINSON
Stephen Newman,39.3,Republican,Senator,Virginia,69.6449947,red,39.3,194.8694433,2543.961605,3321,0.002524786,0.000649453,STEPHEN NEWMAN
Delores McQuinn,98,Democrat,Representative,Virginia,69.6449947,blue,98,481.5570221,2504.191144,3322,-0.008524946,-0.00332084,DELORES MCQUINN
Jill Vogel,64,Republican,Senator,Virginia,69.6449947,red,64,320,2533.333333,3323,0,0,JILL VOGEL
Kelly Convirs-Fowler,100,Democrat,Representative,Virginia,69.6449947,blue,100,497.1058171,2543.768703,3324,0.000834999,0.001189011,KELLY CONVIRS-FOWLER
Vivian Watts,98.1,Democrat,Representative,Virginia,69.6449947,blue,98.1,483.8007584,2540.945104,3325,-0.000288245,-0.004500459,VIVIAN WATTS
Jennifer McClellan,100,Democrat,Senator,Virginia,69.6449947,blue,100,500.3943231,2517.960457,3326,-0.005850961,0.007001755,JENNIFER MCCLELLAN
Kenneth Plum,99,Democrat,Representative,Virginia,69.6449947,blue,99,494.5961733,2512.889339,3327,-0.010494758,0.00307898,KENNETH PLUM
Barry Knight,40,Republican,Representative,Virginia,69.6449947,red,40,201.6365402,2539.747469,3328,0.000482751,0.000147241,BARRY KNIGHT
Wendell Walker,13.5,Republican,Representative,Virginia,69.6449947,red,13.5,67.5,2537.329275,3329,9.44E-05,5.29E-16,WENDELL WALKER
Nicholas Freitas,22.6,Republican,Representative,Virginia,69.6449947,red,22.6,113.4024684,2535.542213,3330,8.41E-05,-1.07E-05,NICHOLAS FREITAS
Barbara Favola,96.8,Democrat,Senator,Virginia,69.6449947,blue,96.8,476.320199,2543.364742,3331,0.000260303,-0.007366507,BARBARA FAVOLA
Michael Webert,41.4,Republican,Representative,Virginia,69.6449947,red,41.4,207.1437322,2524.749713,3332,0.000412784,0.001145812,MICHAEL WEBERT
Kathy Tran,100,Democrat,Representative,Virginia,69.6449947,blue,100,504.5014084,2541.190026,3333,0.003085905,0.006145854,KATHY TRAN
Thomas Wright,43.8,Republican,Representative,Virginia,69.6449947,red,43.8,220.3286501,2529.6282,3334,0.000526856,0.001316807,THOMAS WRIGHT
Ibraheem Samirah,100,Democrat,Representative,Virginia,69.6449947,blue,100,496.2928845,2497.169307,3335,-0.013602673,0.007156561,IBRAHEEM SAMIRAH
Glenn Davis,48.5,Republican,Representative,Virginia,69.6449947,red,48.5,241.3874241,2527.204643,3336,-0.000698395,-0.000120336,GLENN DAVIS
Ryan McDougle,41.5,Republican,Senator,Virginia,69.6449947,red,41.5,204.5903158,2532.320826,3337,0.00050374,0.00068082,RYAN MCDOUGLE
Dan Helmer,100,Democrat,Representative,Virginia,69.6449947,blue,100,516.2833832,2551.788471,3338,0.006171952,0.007992274,DAN HELMER
Jeion Ward,100,Democrat,Representative,Virginia,69.6449947,blue,100,505.6576346,2569.925474,3339,0.005714207,0.000778078,JEION WARD
Bill Wiley,N/A,Republican,Representative,Virginia,69.6449947,grey,120,596.0212658,2533.333333,3340,1.00E-12,-0.000492143,BILL WILEY
John Avoli,27,Republican,Representative,Virginia,69.6449947,red,27,137.3085536,2540.851598,3341,0.001401216,0.000458699,JOHN AVOLI
Kaye Kory,100,Democrat,Representative,Virginia,69.6449947,blue,100,517.9710968,2533.476152,3342,0.004455524,0.012037607,KAYE KORY
Sally Hudson,100,Democrat,Representative,Virginia,69.6449947,blue,100,495.2678448,2505.120339,3343,-0.015034675,7.49E-06,SALLY HUDSON
Travis Hackworth,N/A,Republican,Senator,Virginia,69.6449947,grey,120,599.9948604,2540.255687,3344,0.000136736,0.000118292,TRAVIS HACKWORTH
Michael Mullin,98.8,Democrat,Representative,Virginia,69.6449947,blue,98.8,485.3929172,2533.168489,3345,-0.001550137,-0.003134319,MICHAEL MULLIN
Chris Hurst,95.5,Democrat,Representative,Virginia,69.6449947,blue,95.5,473.4203832,2514.553339,3346,-0.004546548,0.001410415,CHRIS HURST
Tony Wilt,41.9,Republican,Representative,Virginia,69.6449947,red,41.9,209.5587432,2538.593149,3347,0.000946984,7.09E-05,TONY WILT
Mark Obenshain,31.9,Republican,Senator,Virginia,69.6449947,red,31.9,155.5652516,2525.422798,3348,0.00019879,-0.002067441,MARK OBENSHAIN
Terry Austin,42.6,Republican,Representative,Virginia,69.6449947,red,42.6,212.5015847,2531.174052,3349,0.000806891,0.000865993,TERRY AUSTIN
Robert Bell,26.7,Republican,Representative,Virginia,69.6449947,red,26.7,129.4647445,2539.450079,3350,-7.23E-05,-3.23E-05,ROBERT BELL
Richard Stuart,43.8,Republican,Senator,Virginia,69.6449947,red,43.8,215.0764868,2523.601562,3351,0.000755566,0.000839727,RICHARD STUART
Mark Keam,99,Democrat,Representative,Virginia,69.6449947,blue,99,488.5077064,2517.586043,3352,-0.0030854,0.001451064,MARK KEAM
Elizabeth Guzman,97,Democrat,Representative,Virginia,69.6449947,blue,97,474.6068819,2551.149197,3353,0.001266231,-0.006528803,ELIZABETH GUZMAN
Amanda Batten,24.3,Republican,Representative,Virginia,69.6449947,red,24.3,121.2233076,2537.236578,3354,-0.000237623,4.57E-06,AMANDA BATTEN
Scott Wyatt,16.2,Republican,Representative,Virginia,69.6449947,red,16.2,81,2533.333333,3355,1.27E-14,1.10E-16,SCOTT WYATT
Shelly Simonds,100,Democrat,Representative,Virginia,69.6449947,blue,100,514.6786009,2559.59657,3356,0.006387615,0.006630925,SHELLY SIMONDS
George Barker,86.2,Democrat,Senator,Virginia,69.6449947,blue,86.2,430.615853,2536.857166,3357,0.000107323,-4.31E-07,GEORGE BARKER
David Bulova,100,Democrat,Representative,Virginia,69.6449947,blue,100,506.390544,2523.000528,3358,0.001564024,0.004903959,DAVID BULOVA
Charles Poindexter,34,Republican,Representative,Virginia,69.6449947,red,34,169.2898863,2525.517589,3359,0.000274328,0.000708776,CHARLES POINDEXTER
Mark Peake,34.2,Republican,Senator,Virginia,69.6449947,red,34.2,169.2319891,2541.503589,3360,0.000676404,-0.000194192,MARK PEAKE
Bryce Reeves,30.4,Republican,Senator,Virginia,69.6449947,red,30.4,148.5988166,2529.370693,3361,0.000516407,-0.001716202,BRYCE REEVES
Rodney Willett,100,Democrat,Representative,Virginia,69.6449947,blue,100,502.6519796,2502.103683,3362,-0.006026135,0.004156396,RODNEY WILLETT
Eileen Filler-Corn,100,Democrat,Representative,Virginia,69.6449947,blue,100,511.9617616,2538.716379,3363,0.003038853,0.009706001,EILEEN FILLER-CORN
Jennifer Kiggans,26.7,Republican,Senator,Virginia,69.6449947,red,26.7,130.7451713,2525.028239,3364,-0.002212453,-0.000461011,JENNIFER KIGGANS
William Stanley,35.9,Republican,Senator,Virginia,69.6449947,red,35.9,182.9713791,2525.340099,3365,-0.001691833,-5.04E-05,WILLIAM STANLEY
Martha Mugler,100,Democrat,Representative,Virginia,69.6449947,blue,100,517.919735,2544.015806,3366,0.004853264,0.008917773,MARTHA MUGLER
Lee Carter,95.5,Democrat,Representative,Virginia,69.6449947,blue,95.5,470.4652342,2537.933282,3367,0.002056536,-0.009247085,LEE CARTER
Mark Cole,24.8,Republican,Representative,Virginia,69.6449947,red,24.8,124.2872237,2529.855242,3368,-0.000371342,0.000168596,MARK COLE
Jennifer Boysko,100,Democrat,Senator,Virginia,69.6449947,blue,100,507.8735378,2515.13977,3369,-0.000422621,0.008998019,JENNIFER BOYSKO
David Reid,100,Democrat,Representative,Virginia,69.6449947,blue,100,493.1447356,2530.70338,3370,-0.001598302,-0.006399024,DAVID REID
Kathy Byron,35,Republican,Representative,Virginia,69.6449947,red,35,176.0416952,2545.665988,3371,0.000769017,0.000259843,KATHY BYRON
Jeremy McPike,100,Democrat,Senator,Virginia,69.6449947,blue,100,519.5527196,2525.704245,3372,0.002880922,0.01331998,JEREMY MCPIKE
Robert Orrock,49,Republican,Representative,Virginia,69.6449947,red,49,247.1499585,2532.726964,3373,-7.22E-05,-0.000123752,ROBERT ORROCK
Frank Ruff,38.3,Republican,Senator,Virginia,69.6449947,red,38.3,191.2392513,2521.574171,3374,-0.003224742,0.000317615,FRANK RUFF
Dave LaRock,38.1,Republican,Representative,Virginia,69.6449947,red,38.1,189.8566836,2529.435451,3375,-0.002811802,0.000317277,DAVE LAROCK
John Edwards,83,Democrat,Senator,Virginia,69.6449947,blue,83,415,2533.333333,3376,2.12E-15,-4.44E-53,JOHN EDWARDS
Janet Howell,97.9,Democrat,Senator,Virginia,69.6449947,blue,97.9,491.3769738,2538.468124,3377,-0.000187718,-0.003812097,JANET HOWELL
Matt Fariss,35.8,Republican,Representative,Virginia,69.6449947,red,35.8,182.9605518,2541.67953,3378,0.001436755,0.001039857,MATT FARISS
Monty Mason,97.9,Democrat,Senator,Virginia,69.6449947,blue,97.9,487.1346561,2525.420588,3379,-0.003071018,-0.004963639,MONTY MASON
Emmett Hanger,57.4,Republican,Senator,Virginia,69.6449947,red,57.4,287,2533.333333,3380,0,0,EMMETT HANGER
